Lon,Lat,Diam_km
-177.94964969500,-48.60392190240,76.88849639890
-124.58452110800,-66.95963850200,37.97230148320
-107.78768440800,18.74622604810,63.85889816280
-106.18169561600,16.23950220400,21.63459968570
-109.35141281400,20.40057514470,51.84249877930
-172.17046820200,-10.06941485360,53.83179855350
-172.05502887400,-11.80135412770,104.91699981700
-172.49999916500,-11.80017664170,38.79460144040
-175.82684223700,-12.32441873580,46.79930114750
-175.39731008700,-11.56924848770,33.73630142210
-174.05637445400,-9.88339413429,42.79399871830
-175.50000000000,-8.70082749952,95.90920257570
-143.37918146900,-41.30078141650,39.78919982910
-140.80282654700,-40.30936651530,22.62980079650
-4.00000017541,29.70224218460,81.89830017090
-145.24561521100,10.44815671120,66.91259765630
-143.53286610400,10.07487969140,59.88380050660
-144.24427035700,7.99001072234,29.73830032350
1.50000095101,30.70050204670,38.79460144040
-83.32113029250,19.23722874820,68.84770202640
-82.25457634670,20.36138697730,61.85300064090
-152.05836311000,-53.27414309380,54.86989974980
-150.43286645300,-28.15645712990,67.82900238040
-89.79999969430,24.50079149140,54.85179901120
128.10000008300,42.04012351740,33.78910064700
147.32835537900,-14.07174008460,26.70039939880
-96.52112999530,21.92286170110,85.86440277100
-97.29084840260,20.76066016540,22.61000061040
-99.05141281380,21.94604553620,51.83430099490
-96.86655485040,25.40011942750,22.61459922790
-164.75502940100,-60.70273165170,62.77339935300
143.06680229000,23.02796541450,53.90069961550
139.68879829600,20.66471194450,49.81790161130
-105.27570613400,25.14147186140,85.92209625240
-104.89084792500,27.60012038020,21.63129997250
-104.23627176900,29.42146042860,32.73440170290
-106.30598861100,27.78512653780,30.71980094910
-167.60000000000,-64.09929948430,24.63549995420
69.89999986090,33.50211000100,73.88359832760
-165.31742775200,-55.52620527200,63.52780151370
-144.75099462200,57.46482709740,58.12220001220
-145.37783679200,56.34745645730,36.89300155640
-151.19462050700,56.27742124740,42.98870086670
-153.40871281100,57.30327673100,26.76490020750
-146.95233954800,59.52001547910,24.81979942320
-147.83087734800,31.40371753510,53.90259933470
-146.46040903600,31.21716527950,33.77920150760
-147.37450245100,29.18786354810,43.83919906620
-150.02549759000,29.84589819450,52.88050079350
-171.57181304000,-20.25679400440,44.80279922490
-151.43152133400,-37.62580998290,27.67410087590
-169.50672454700,-53.90118090440,90.48000335690
-167.43017640700,-49.63872142790,27.62039947510
-176.02345177400,-53.13929757110,37.63529968260
-79.79084770780,-41.70028002380,24.67910003660
-80.65141284630,-42.78517350130,25.66930007930
-74.70598944330,-42.03961723860,20.60180091860
-77.40000001480,-40.60236928760,68.87609863280
-102.83310850500,38.88894940070,44.87820053100
-104.77853259200,39.74299766270,29.78260040280
-171.33421021300,-73.51001678340,55.33710098270
-158.36912241700,17.24425047840,58.86660003660
-69.17627514670,26.48766297500,36.77180099490
-73.77627591210,27.11284124110,22.61330032350
-70.91271253040,28.16373046720,24.67180061340
-122.32711926900,-33.52135442400,25.64830017090
-126.75740183900,-38.91831718160,28.64189910890
-128.80282569300,-42.20946161180,25.68470001220
-137.50881468500,-39.07952071110,37.81529998780
-108.82113003300,12.09138250120,39.82030105590
-170.34695984200,-61.30133687750,79.39600372310
-167.39731003100,-62.25755893720,33.71490097050
-170.27046791000,-64.28726560100,47.75109863280
-174.89462000300,-63.45774565880,48.70019912720
-99.59999976330,55.60263022650,55.84909820560
-72.51271238810,13.26388312540,48.82559967040
-144.02146279000,52.04433943380,126.30599975600
-139.17254337900,52.15262075610,34.89920043950
113.27537957600,-51.98510236860,55.10969924930
115.61604434800,-52.82779076860,27.80349922180
-66.93983783380,5.10016678118,56.85459899900
-71.12712448120,6.03822646036,38.79330062870
-68.43983780320,8.60023399372,51.84249877930
-156.11742775200,-38.46802537940,24.63349914550
-109.45740207700,-40.10648300680,32.72840118410
-100.57886943800,50.13100185010,71.08650207520
-96.79999868930,51.31021151990,38.83309936520
-100.57886972300,48.68295125070,37.90299987790
-104.29966292700,50.90940116160,20.61210060120
-91.33344474890,-61.29449641880,58.77249908450
-131.78169537000,39.14076571860,46.00429916380
-140.80248827600,3.47295463482,44.81650161740
137.22462073400,-11.58100200050,80.88420104980
138.19253217900,-10.44837292050,47.82049942020
140.86044406900,-11.35194259980,26.69519996640
